iter	RMSE
0	0.1621308117
1	0.1579689887
2	0.1539488587
3	0.1500567777
4	0.1462781856
5	0.1426502531
6	0.1391307516
7	0.135729333
8	0.1324626761
9	0.1293264272
10	0.1262726017
11	0.123347896
12	0.1205313495
13	0.1178140545
14	0.115202583
15	0.1126550021
16	0.1102010305
17	0.1078739199
18	0.1056269399
19	0.1034555127
20	0.1014049956
21	0.09940947095
22	0.0974893736
23	0.0956466045
24	0.09390838172
25	0.09223710542
26	0.09059703197
27	0.08900998733
28	0.08749367107
29	0.08605517964
30	0.08467625305
31	0.08337504489
32	0.0821259915
33	0.08089158571
34	0.07973385366
35	0.07864988451
36	0.07758414107
37	0.07655154674
38	0.07557858718
39	0.07465033735
40	0.07376573351
41	0.07293083992
42	0.07212920301
43	0.07136745207
44	0.07065833794
45	0.0699631047
46	0.06930818614
47	0.06867425739
48	0.06806956518
49	0.06749145234
50	0.06694978319
51	0.06643135636
52	0.06593806981
53	0.06546851813
54	0.06502482494
55	0.06459021394
56	0.06418846209
57	0.06380628184
58	0.06344450596
59	0.06310405188
60	0.06276503759
61	0.06244852633
62	0.06215911123
63	0.06187841296
64	0.06161383869
65	0.06136203727
66	0.06112376911
67	0.06089892491
68	0.06068769558
69	0.06048696726
70	0.06029785467
71	0.06012194971
72	0.05995314117
73	0.05978870297
74	0.05963550723
75	0.05948302998
76	0.05934428063
77	0.05921171006
78	0.05908213323
79	0.05896165626
80	0.05884885259
81	0.05874155768
82	0.05864154927
83	0.05854758002
84	0.05845674211
85	0.0583686229
86	0.0582847909
87	0.05820754683
88	0.05813477116
89	0.05806621619
90	0.05799778904
91	0.05793204018
92	0.05787287259
93	0.05781466432
94	0.05776118185
95	0.05770954954
96	0.05765983459
97	0.05761099724
98	0.05756147768
99	0.05752274118
100	0.05748299834
101	0.05744354736
102	0.05740343249
103	0.05736766961
104	0.05733519387
105	0.05730099573
106	0.05726833423
107	0.05724021456
108	0.05721291249
109	0.057184814
110	0.05715854234
111	0.05713231655
112	0.05710785857
113	0.0570873492
114	0.05706562064
115	0.05704437392
116	0.05702450644
117	0.0570062503
118	0.05698822635
119	0.05696702791
120	0.05695074634
121	0.05693456781
122	0.05691830837
123	0.05690457538
124	0.05689143202
125	0.05687586699
126	0.05686305008
127	0.05685323669
128	0.05684233921
129	0.05683063499
130	0.05681891944
131	0.05680631041
132	0.05679467025
133	0.05678548865
134	0.05677569386
135	0.05676531724
136	0.05675611728
137	0.05674904009
138	0.05674133224
139	0.05673347494
140	0.05672558618
141	0.05671709773
142	0.05671023319
143	0.0567035252
144	0.05669625239
145	0.05668895564
146	0.05668248105
147	0.0566745992
148	0.05666821139
149	0.05666174369
150	0.05665557337
151	0.05665311806
152	0.0566456347
153	0.0566398362
154	0.05663534136
155	0.05663064083
156	0.05662566202
157	0.05662037755
158	0.05661541558
159	0.05660986523
160	0.05660492076
161	0.05660059114
162	0.05659629111
163	0.0565907487
164	0.05658756822
165	0.05658452908
166	0.05658049023
167	0.05657595402
168	0.05657237441
169	0.05656890834
170	0.05656517628
171	0.056561092
172	0.05655760537
173	0.05655439787
174	0.05655152683
175	0.05654748451
176	0.05654294443
177	0.05654003262
178	0.05653689282
179	0.05653421418
180	0.05653012259
181	0.05652742859
182	0.0565244135
183	0.05652138767
184	0.05651749618
185	0.05651547299
186	0.05651361631
187	0.05651093118
188	0.05650701529
189	0.05650521306
190	0.05650279437
191	0.05649997865
192	0.05649821839
193	0.05649564512
194	0.05649177138
195	0.05648935632
196	0.05648742977
197	0.05648563027
198	0.05648256975
199	0.05647928778
200	0.05647746273
201	0.05647452522
202	0.05647170922
203	0.05646962903
204	0.05646796423
205	0.05646519291
206	0.0564640118
207	0.05646177584
208	0.05646005114
209	0.05645802906
210	0.05645625147
211	0.0564540789
212	0.05645178539
213	0.05644971628
214	0.05644731319
215	0.05644545374
216	0.05644382222
217	0.05644191544
218	0.05644017621
219	0.05643733498
220	0.05643535933
221	0.05643288035
222	0.05643149912
223	0.0564297133
224	0.05642844452
225	0.05642711893
226	0.05642537061
227	0.05642291783
228	0.05641986384
229	0.05641871783
230	0.05641745392
231	0.05641519411
232	0.05641296932
233	0.056411048
234	0.05640921719
235	0.05640698662
236	0.05640542414
237	0.05640388876
238	0.05640288781
239	0.05640261885
240	0.05640116785
241	0.05639997979
242	0.05639793603
243	0.05639677603
244	0.05639587847
245	0.05639515863
246	0.05639364523
247	0.05639212269
248	0.0563909733
249	0.05638900221
250	0.0563873856
251	0.05638615469
252	0.05638508389
253	0.05638382988
254	0.05638238498
255	0.05638069745
256	0.05637886017
257	0.05637788289
258	0.05637531053
259	0.05637364324
260	0.05637216473
261	0.05637102163
262	0.05636914456
263	0.05636761158
264	0.0563666815
265	0.05636524342
266	0.05636395743
267	0.05636301197
268	0.05636173803
269	0.05636001506
270	0.05635930891
271	0.05635807489
272	0.05635730385
273	0.05635622238
274	0.05635497424
275	0.05635385177
276	0.05635223579
277	0.05635067308
278	0.05634832338
279	0.05634826171
280	0.05634728395
281	0.05634540252
282	0.05634397577
283	0.05634321346
284	0.05634134449
285	0.05633889812
286	0.05633755148
287	0.05633601408
288	0.05633485716
289	0.05633466786
290	0.0563346672
291	0.05633414073
292	0.05633279555
293	0.05633096135
294	0.05632939295
295	0.05632823955
296	0.05632708711
297	0.05632543786
298	0.05632350998
299	0.05632283553
300	0.05632120438
301	0.05631909467
302	0.05631753154
303	0.0563169406
304	0.05631637493
305	0.05631538768
306	0.0563134739
307	0.05631346466
308	0.0563121456
309	0.05630904819
310	0.05630903887
311	0.05630864652
312	0.05630805015
313	0.05630647661
314	0.05630528445
315	0.05630449095
316	0.05630332742
317	0.05630215991
318	0.05630097991
319	0.05629988479
320	0.05629987231
321	0.05629945572
322	0.05629873005
323	0.05629742417
324	0.05629660774
325	0.05629660773
326	0.05629584171
327	0.05629526936
328	0.05629475773
329	0.05629379019
330	0.05629378481
331	0.05629292662
332	0.05629190605
333	0.05629176114
334	0.05629145206
335	0.05629057979
336	0.056290106
337	0.05628918599
338	0.05628780112
339	0.05628698335
340	0.05628573196
341	0.05628446077
342	0.05628330514
343	0.05628158678
344	0.05628083903
345	0.0562803242
346	0.05627905762
347	0.05627795793
348	0.05627670864
349	0.05627614691
350	0.05627389698
351	0.05627380398
352	0.05627254272
353	0.05627197918
354	0.05626998789
355	0.05626926777
356	0.05626805227
357	0.05626695998
358	0.05626583281
359	0.0562655097
360	0.05626519621
361	0.0562647349
362	0.05626332551
363	0.05626218788
364	0.05626184527
365	0.0562595661
366	0.056258178
367	0.05625718717
368	0.05625585984
369	0.05625535333
370	0.0562547934
371	0.05625402767
372	0.0562523275
373	0.05625230872
374	0.05625191578
375	0.05625126756
376	0.05624967441
377	0.05624870012
378	0.05624755358
379	0.05624754463
380	0.05624672459
381	0.05624611134
382	0.05624567723
383	0.0562434358
384	0.05624268929
385	0.05624268929
386	0.05624208894
387	0.05624207269
388	0.05624090415
389	0.05623934602
390	0.05623812372
391	0.05623684628
392	0.0562368384
393	0.05623613281
394	0.05623494321
395	0.0562331814
396	0.05623214681
397	0.05623180992
398	0.05623111841
399	0.05623037552
400	0.05622870405
401	0.05622734984
402	0.05622613191
403	0.05622562632
404	0.05622363748
405	0.05622253638
406	0.05622211778
407	0.05622111646
408	0.05622107934
409	0.05622033266
410	0.05621948286
411	0.05621830588
412	0.05621736554
413	0.05621569381
414	0.0562143617
415	0.05621269066
416	0.05621134751
417	0.05621097472
418	0.05621061821
419	0.05620951488
420	0.056207959
421	0.05620743737
422	0.056206779
423	0.05620546855
424	0.056203615
425	0.0562029034
426	0.05620216402
427	0.05620158507
428	0.05620083649
429	0.05619905284
430	0.05619740694
431	0.05619673608
432	0.05619522204
433	0.05619367466
434	0.05619188656
435	0.05619066132
436	0.05618899216
437	0.05618795656
438	0.0561872725
439	0.05618641531
440	0.05618588741
441	0.05618477957
442	0.05618335781
443	0.05618240105
444	0.05618159398
445	0.0561805188
446	0.05617984619
447	0.05617935748
448	0.0561785033
449	0.05617742254
450	0.05617650019
451	0.05617557072
452	0.05617453755
453	0.05617425065
454	0.0561739117
455	0.05617307268
456	0.05617270949
457	0.05617230152
458	0.05617145461
459	0.05617065818
460	0.05617014294
461	0.05616870819
462	0.05616768991
463	0.05616683959
464	0.05616670162
465	0.05616604502
466	0.05616487017
467	0.05616368128
468	0.05616213276
469	0.05616143282
470	0.05616113752
471	0.05616024402
472	0.05615954069
473	0.05615780738
474	0.056156771
475	0.05615599108
476	0.05615586298
477	0.05615474297
478	0.05615413995
479	0.05615283873
480	0.05615192304
481	0.0561509053
482	0.05615053941
483	0.05614875373
484	0.05614772449
485	0.05614716005
486	0.05614613457
487	0.05614520587
488	0.05614483073
489	0.05614306571
490	0.05614230115
491	0.05614179698
492	0.05614018511
493	0.05613949704
494	0.05613915808
495	0.05613777724
496	0.05613700786
497	0.05613538083
498	0.05613501203
499	0.05613414545
500	0.05613322624
501	0.05613258131
502	0.05613084426
503	0.05613040543
504	0.05612987215
505	0.05612940916
506	0.0561285455
507	0.05612807619
508	0.0561277724
509	0.05612660366
510	0.05612624611
511	0.05612474538
512	0.05612406777
513	0.05612314278
514	0.05612169808
515	0.05611982748
516	0.05611960992
517	0.05611934251
518	0.05611797699
519	0.05611693747
520	0.05611568833
521	0.05611506732
522	0.05611458614
523	0.05611392413
524	0.05611284001
525	0.05611235443
526	0.05611181919
527	0.05611019195
528	0.05610877579
529	0.05610830819
530	0.05610777283
531	0.0561064713
532	0.05610602782
533	0.0561055755
534	0.05610503927
535	0.05610416119
536	0.05610379573
537	0.05610322097
538	0.05610239051
539	0.0561013979
540	0.05610074127
541	0.05609932436
542	0.05609868173
543	0.05609762278
544	0.05609625373
545	0.05609518334
546	0.05609480249
547	0.0560940308
548	0.05609284113
549	0.05609180744
550	0.056090819
551	0.05608983709
552	0.05608890201
553	0.05608844515
554	0.05608754464
555	0.05608670112
556	0.0560857
557	0.05608472311
558	0.05608411467
559	0.05608309342
560	0.05608193172
561	0.05608099547
562	0.05608003508
563	0.05607970334
564	0.05607897744
565	0.05607814973
566	0.05607747479
567	0.05607728736
568	0.05607688579
569	0.05607647356
570	0.05607508946
571	0.056073589
572	0.05607313081
573	0.05607213673
574	0.05607135144
575	0.05607071302
576	0.0560698447
577	0.05606868915
578	0.05606862869
579	0.05606824844
580	0.05606660023
581	0.05606620715
582	0.05606470506
583	0.05606358664
584	0.05606321849
585	0.05606292869
586	0.05606189684
587	0.05606160146
588	0.05606070695
589	0.05606037587
590	0.05606008772
591	0.05605953794
592	0.05605898417
