iter	Logloss
456	0.1018987307
457	0.1018620706
458	0.1018506542
459	0.1018447835
460	0.1018207847
461	0.1018060083
462	0.1017797501
463	0.1017454281
464	0.1017228961
465	0.101702375
466	0.1016830095
467	0.1016763226
468	0.1016557575
469	0.10163428
470	0.1016209879
471	0.1016030165
472	0.1015886621
473	0.1015751857
474	0.1015582811
475	0.1015398401
476	0.1015119018
477	0.1014998993
478	0.1014852096
479	0.1014726136
480	0.1014555778
481	0.101448095
482	0.1014346254
483	0.1014178932
484	0.1013963405
485	0.101360765
486	0.1013523626
487	0.1013465852
488	0.1013335251
489	0.1013178898
490	0.1013025756
491	0.1012846986
492	0.1012722264
493	0.1012602067
494	0.1012309722
495	0.1012183186
496	0.101188399
497	0.1011772906
498	0.1011700101
499	0.1011611608
500	0.1011336781
501	0.1011124761
502	0.1010851226
503	0.1010599028
504	0.1010396131
505	0.1010169103
506	0.100990917
507	0.1009790112
508	0.1009601882
509	0.1009419329
510	0.1009294942
511	0.1009121403
512	0.1008985676
513	0.1008742608
514	0.1008633522
515	0.1008539203
516	0.1008310339
517	0.1008218125
518	0.1008031717
519	0.1007920545
520	0.100785857
521	0.1007740446
522	0.1007393837
523	0.1007289247
524	0.1007167059
525	0.1006917158
526	0.1006780257
527	0.100653902
528	0.1006263065
529	0.1006113044
530	0.1005978495
531	0.1005890319
532	0.1005756954
533	0.100561031
534	0.1005445214
535	0.1005284594
536	0.1005207601
537	0.1005046625
538	0.1004899076
539	0.1004667272
540	0.1004448185
541	0.1004170262
542	0.1004049927
543	0.1003683711
544	0.1003602631
545	0.1003463598
546	0.1003215428
547	0.100308814
548	0.1002926346
549	0.1002856864
550	0.1002609836
551	0.1002483167
552	0.1002370799
553	0.1002302505
554	0.1002114071
555	0.1001985891
556	0.1001908922
557	0.1001822681
558	0.1001558765
559	0.100133604
560	0.1001141123
561	0.1000876173
562	0.1000672693
563	0.1000569899
564	0.1000430652
565	0.100026805
566	0.1000084831
567	0.09998848313
568	0.09996597388
569	0.0999466279
570	0.0999323722
571	0.09991804538
572	0.09990918006
573	0.0998993914
574	0.09989055476
575	0.09987796672
576	0.09985721853
577	0.09984100236
578	0.09982959181
579	0.09980980488
580	0.09978541763
581	0.09976248265
582	0.09974722882
583	0.09973483533
584	0.09971597724
585	0.09969930081
586	0.09968980584
587	0.0996722757
588	0.09965280183
589	0.09964034307
590	0.09963125724
591	0.09959787564
592	0.09958188669
593	0.09955832341
594	0.0995421943
595	0.09953312196
596	0.0995185112
597	0.09950823273
598	0.09949467827
599	0.0994847725
600	0.09947049937
601	0.09945730681
602	0.09943522846
603	0.09941369618
604	0.09939544031
605	0.09937409849
606	0.09937147167
607	0.09935723047
608	0.09933733534
609	0.09932456855
610	0.09931728424
611	0.09930490214
612	0.09928391826
613	0.09926411791
614	0.09925289853
615	0.09924627744
616	0.0992391443
617	0.09923058392
618	0.09921820245
619	0.09920703149
620	0.09919531449
621	0.09918834453
622	0.09916748683
623	0.09915418044
624	0.09914096988
625	0.09913042212
626	0.09911883302
627	0.09910264455
628	0.09909057474
629	0.0990755951
630	0.09905865113
631	0.09904832077
632	0.09903115398
633	0.09902090457
634	0.0990077701
635	0.0989995222
636	0.09899366774
637	0.09898388179
638	0.09897151381
639	0.09895463038
640	0.09893907006
641	0.09893676212
642	0.09891910952
643	0.09890113992
644	0.09889121624
645	0.09887195092
646	0.09885299809
647	0.09884632439
648	0.09884058606
649	0.09881961611
650	0.09879305515
651	0.09877720345
652	0.09876595594
653	0.09874783233
654	0.09872897667
655	0.09872669585
656	0.09871594717
657	0.09869232435
658	0.0986741695
659	0.09865803205
660	0.0986473231
661	0.09863175765
662	0.09861250994
663	0.09859440204
664	0.0985832015
665	0.09857381238
666	0.09854613577
667	0.09852670775
668	0.09851272015
669	0.09850222026
670	0.0984882145
671	0.09848016928
672	0.09845838291
673	0.09845065294
674	0.09844112336
675	0.0984239988
676	0.09840510178
677	0.09839928703
678	0.09839041303
679	0.09837770038
680	0.09836756902
681	0.09835175252
682	0.09833565277
683	0.09832695344
684	0.09832192834
685	0.09830697856
686	0.09828922352
687	0.0982725957
688	0.09825831407
689	0.09824350115
690	0.09822916957
691	0.09822300111
692	0.09821484293
693	0.09820501204
694	0.09820292254
695	0.09818932825
696	0.09818282707
697	0.09815647104
698	0.09815331035
699	0.09812873041
700	0.09811596764
701	0.09809904139
702	0.09808803014
703	0.09806146595
704	0.09804958405
705	0.09804194692
706	0.09802864782
707	0.09800899356
708	0.09799613425
709	0.0979821557
710	0.09797507593
711	0.09796029737
712	0.09793080843
713	0.09790552355
714	0.09788744574
715	0.09787857442
716	0.09786442049
717	0.09785151206
718	0.09783881698
719	0.09782300126
720	0.09781039832
721	0.09780609227
722	0.09778680451
723	0.0977764153
724	0.09775385768
725	0.09772454566
726	0.09770772359
727	0.09770313587
728	0.09768078374
729	0.09767083384
730	0.09765037463
731	0.097636372
732	0.09761344511
733	0.09758658346
734	0.0975774759
735	0.09755673851
736	0.09753203716
737	0.09751932892
738	0.09750176513
739	0.09748813584
740	0.09748025343
741	0.0974682894
742	0.09746616162
743	0.09746182805
744	0.09744130043
745	0.09742523263
746	0.09740601358
747	0.09738849062
748	0.09736423328
749	0.09734931418
750	0.09732852969
751	0.09730265925
752	0.09727756088
753	0.09727007148
754	0.09725895883
755	0.09724631409
756	0.09722863551
757	0.09720534347
758	0.09720061629
759	0.09717839555
760	0.09715971328
761	0.09713960114
762	0.09713037014
763	0.0971089196
764	0.09709416128
765	0.09707903697
766	0.0970625583
767	0.09704419287
768	0.09703036612
769	0.09700853382
770	0.09699142189
771	0.09697905224
772	0.0969620075
773	0.09694620376
774	0.09692723142
775	0.09691679448
776	0.09689914647
777	0.09688239218
778	0.09687129508
779	0.09685927828
780	0.09684466301
781	0.09682365624
782	0.09681163036
783	0.096798908
784	0.09678533898
785	0.09676358075
786	0.09673520351
787	0.09672712424
788	0.09671293166
789	0.09670328932
790	0.09667637102
791	0.09665945786
792	0.09664335537
793	0.09662351951
794	0.0966207023
795	0.09661476209
796	0.09658594533
797	0.09657052814
798	0.09656083563
799	0.09653850581
800	0.09652905877
801	0.0965202262
802	0.09649801742
803	0.09648634024
804	0.09646509595
805	0.09646118271
806	0.09644521434
807	0.0964365502
808	0.09642447868
809	0.0964121999
810	0.0964031161
811	0.09638077644
812	0.09637149332
813	0.09636735537
814	0.09634814963
815	0.09633038499
816	0.09632133279
817	0.09631164437
818	0.09630427443
819	0.09628555033
820	0.09627852733
821	0.09625683062
822	0.09624076008
823	0.09623886706
824	0.0962290839
825	0.09621985721
826	0.0962089879
827	0.0961970663
828	0.09619056859
829	0.09618797862
830	0.09617235609
831	0.09615977885
832	0.09615252684
833	0.09614373038
834	0.09612957039
835	0.09612673203
836	0.0961107611
837	0.09610390044
838	0.09608492938
839	0.09608139569
840	0.09606701417
841	0.09605818373
842	0.09603238817
843	0.09601317281
844	0.09599713048
845	0.09598835274
846	0.09598178376
847	0.09597993326
848	0.09597285961
849	0.09595442709
850	0.09593713675
851	0.09592922701
852	0.09590690638
853	0.09590451226
854	0.09589423561
855	0.09587809815
856	0.09586302353
857	0.0958612152
858	0.09585509204
859	0.09584937036
860	0.09583445817
861	0.09582125394
862	0.09580813035
863	0.09579850108
864	0.09578369646
865	0.09578110811
866	0.09576087178
867	0.09574453323
868	0.09572674535
869	0.09571101801
870	0.09570484334
871	0.09569114638
872	0.09566571787
873	0.09564094234
874	0.09562373847
875	0.09560488916
876	0.09559276602
877	0.09557101804
878	0.09555813124
879	0.09553786348
880	0.09551212871
881	0.0955034733
882	0.09549667465
883	0.09548267976
884	0.09546743108
885	0.09545170442
886	0.09544654754
887	0.09542911481
888	0.09541450047
889	0.09539634776
890	0.0953855221
891	0.09536744818
892	0.09535417889
893	0.09533666224
894	0.09532966457
895	0.09532333024
896	0.09530367874
897	0.09529257607
898	0.09528445408
899	0.09526610438
900	0.09524549994
901	0.09522707093
902	0.09521909207
903	0.09520765026
904	0.09518380544
905	0.09517168376
906	0.09515063307
907	0.09513882395
908	0.09512873512
909	0.09511916359
910	0.09511040697
911	0.09509637234
912	0.09508491329
913	0.09508126031
914	0.09506406447
915	0.09504327817
916	0.09503611082
917	0.09501155852
918	0.09499738698
919	0.09498618708
920	0.09496834178
921	0.09494396386
922	0.09493613607
923	0.09492007455
924	0.09490437586
925	0.09489451969
926	0.09487554176
927	0.09486970165
928	0.09485641833
929	0.0948474185
930	0.09482351135
931	0.09479852207
932	0.09478483073
933	0.09477912104
934	0.09476949573
935	0.09474635109
936	0.0947354745
937	0.09473192671
938	0.09470943516
939	0.09469849465
940	0.09468973455
941	0.09467492497
942	0.09466886886
943	0.09465091121
944	0.09463854088
945	0.09461980531
946	0.09460303526
947	0.09458292014
948	0.09457158143
949	0.09455435106
950	0.09455185869
951	0.09454580491
952	0.09453705801
953	0.09452555564
954	0.09451336962
955	0.09450190462
956	0.09449589086
957	0.09448818042
958	0.09448421087
959	0.09447418379
960	0.09446345606
961	0.09444727177
962	0.09443202614
963	0.09441547946
964	0.09441025044
965	0.09438646109
966	0.0943700473
967	0.09435269117
968	0.09433295696
969	0.09432504706
970	0.09432258628
971	0.09430519778
972	0.09429804305
973	0.0942786957
974	0.09426265204
975	0.09424096516
976	0.09422733204
977	0.09421498079
978	0.09420555777
979	0.09419068729
980	0.09417525866
981	0.09415829587
982	0.09414621447
983	0.09414363032
984	0.09412061803
985	0.09410623368
986	0.09408785384
987	0.09406779816
988	0.09405693608
989	0.09403636378
990	0.09402949696
991	0.09402306838
992	0.09400699975
993	0.09399767798
994	0.0939799957
995	0.09397251927
996	0.09396295033
997	0.09394865317
998	0.09394110332
999	0.09393376568
1000	0.09391788441
1001	0.0939126243
1002	0.09390388421
1003	0.09387518487
1004	0.09387274522
1005	0.09385150247
1006	0.0938391717
1007	0.0938255404
1008	0.09381797494
1009	0.09380281752
1010	0.09378281356
1011	0.09376946477
1012	0.09376262484
1013	0.0937422622
1014	0.09374008864
1015	0.09373180582
1016	0.09372744205
1017	0.09370994493
1018	0.0936972954
1019	0.09368522689
1020	0.09368000322
1021	0.09367573146
1022	0.09367330204
1023	0.09365821068
1024	0.0936448195
1025	0.09363474614
1026	0.09362681246
1027	0.09360675564
1028	0.09359933244
1029	0.09358841528
1030	0.09357932084
1031	0.09356287693
1032	0.09354747628
1033	0.09352874383
1034	0.09351942912
1035	0.09350123943
1036	0.09347570012
1037	0.09346930081
1038	0.09344358894
1039	0.09342655881
1040	0.09341383703
1041	0.09340261124
1042	0.09340119754
1043	0.09338791839
1044	0.09337790841
1045	0.0933569303
1046	0.09334018546
1047	0.09332847924
1048	0.0933158764
1049	0.09329732945
1050	0.09328300045
1051	0.093271579
1052	0.09325069708
1053	0.09324131014
1054	0.09322688095
1055	0.09320111461
1056	0.09317962582
1057	0.09316910453
1058	0.09315952193
1059	0.0931448924
1060	0.09312942007
1061	0.09310633
1062	0.09308656908
1063	0.09308231118
1064	0.09306014875
1065	0.09303513334
1066	0.09302187999
1067	0.09300809322
1068	0.09299054265
1069	0.09297798581
1070	0.09297650328
1071	0.092954033
1072	0.09294444724
1073	0.09292677632
1074	0.09292215363
1075	0.09290941819
1076	0.09289525352
1077	0.092871824
1078	0.09286280851
1079	0.09283876622
1080	0.09281752002
1081	0.09280982089
1082	0.09279355336
1083	0.09278922281
1084	0.09278012682
1085	0.0927587565
1086	0.09274711483
1087	0.09273715807
1088	0.09272632826
1089	0.09271168675
1090	0.09269026318
1091	0.09268042353
1092	0.09266279991
1093	0.09264839761
1094	0.09262963208
1095	0.09260982292
1096	0.09259520069
1097	0.09258351852
1098	0.09257281344
1099	0.09256486832
1100	0.09255187207
1101	0.09254531542
1102	0.09253068939
1103	0.09252182556
1104	0.09251880796
1105	0.09250974654
1106	0.09249764862
1107	0.09249058005
1108	0.09247536589
1109	0.09246458221
1110	0.09244512419
1111	0.09243939459
1112	0.09242574925
1113	0.09241501928
1114	0.09240439609
1115	0.09239749605
1116	0.09237899973
1117	0.09236323088
1118	0.09234572341
1119	0.09233293051
1120	0.09231565029
1121	0.0923067139
1122	0.09229054526
1123	0.09227197272
1124	0.09226374286
1125	0.09225497011
1126	0.09224713959
1127	0.09222749156
1128	0.09220804507
1129	0.09219219363
1130	0.09217708553
1131	0.09216060011
1132	0.0921512914
1133	0.09213688261
1134	0.09212389859
1135	0.0921113579
1136	0.0921041088
1137	0.09208790103
1138	0.09207782464
1139	0.09206385985
1140	0.09205315193
1141	0.09204068872
1142	0.09203347481
1143	0.09201531508
1144	0.0919987239
1145	0.09198032147
1146	0.09196527574
1147	0.09195536579
1148	0.09194854143
1149	0.0919445599
1150	0.09193252864
1151	0.09191708869
1152	0.09189429772
1153	0.09188205855
1154	0.09187351583
1155	0.09185744009
1156	0.09185068244
1157	0.09183394736
1158	0.09182037897
1159	0.0918156133
1160	0.09180973732
1161	0.09178955787
1162	0.09177612322
1163	0.09176860862
1164	0.09176212687
1165	0.09175534585
1166	0.09173328325
1167	0.09172842379
1168	0.09171675922
1169	0.09170491185
1170	0.09169658565
1171	0.09167810054
1172	0.09165911063
1173	0.09163966411
1174	0.09163844283
1175	0.09161767648
1176	0.09160668783
1177	0.09158637771
1178	0.09156760432
1179	0.09155236422
1180	0.09153600015
1181	0.09152808788
1182	0.09151700324
1183	0.09150604363
1184	0.09149307618
1185	0.09148450402
1186	0.09146796099
1187	0.09144651236
1188	0.09143188367
1189	0.09140855676
1190	0.09139232863
1191	0.09138391048
1192	0.09136825461
1193	0.09135288079
1194	0.09134638335
1195	0.09133658322
1196	0.09132742334
1197	0.09132527629
1198	0.09131482201
1199	0.09130361407
1200	0.09129486472
1201	0.09128328128
1202	0.09126829666
1203	0.09126477862
1204	0.0912495041
1205	0.09123251464
1206	0.09122629873
1207	0.09121309128
1208	0.09119837013
1209	0.09119200349
1210	0.09117654482
1211	0.09116761824
1212	0.09115866149
1213	0.0911511125
1214	0.09114283036
1215	0.09113236536
1216	0.0911110071
1217	0.09109713392
1218	0.09108650845
1219	0.09107945063
1220	0.09106254177
1221	0.09105414606
1222	0.0910426142
1223	0.09103653874
1224	0.09103167712
1225	0.09101707405
1226	0.09099474301
1227	0.09098032667
1228	0.09096654417
1229	0.09095733149
1230	0.0909416143
1231	0.09093085112
1232	0.09092219259
1233	0.09091580674
1234	0.09090756389
1235	0.09090077487
1236	0.09088888901
1237	0.0908696764
1238	0.09085997155
1239	0.09085145752
1240	0.09084227507
1241	0.09083247327
1242	0.0908247516
1243	0.09080810363
1244	0.09078869368
1245	0.09077994636
1246	0.0907661709
1247	0.09074843932
1248	0.09072835644
1249	0.09071364695
1250	0.09069623674
1251	0.09068132642
1252	0.09067335733
1253	0.0906565889
1254	0.09064442197
1255	0.09063005159
1256	0.09062806164
1257	0.09060908363
1258	0.0905950388
1259	0.09058775706
1260	0.09058127962
1261	0.09057219484
1262	0.09055988416
1263	0.09054545831
1264	0.09054351562
1265	0.09052658634
1266	0.09051736255
1267	0.0905076897
1268	0.09049411805
1269	0.09048193353
1270	0.09047158812
1271	0.09046306049
1272	0.09044992767
1273	0.09044473471
1274	0.09042560908
1275	0.09041534806
1276	0.09039868651
1277	0.09038590056
1278	0.09038139766
1279	0.09037251472
1280	0.0903480036
1281	0.09034076968
1282	0.09033291564
1283	0.09032066246
1284	0.09031784546
1285	0.0902932803
1286	0.09027841472
1287	0.09027038191
1288	0.09025176325
1289	0.09023514229
1290	0.0902268393
1291	0.09020551214
1292	0.09019311294
1293	0.09018893393
1294	0.09018622918
1295	0.09017520447
1296	0.0901551182
1297	0.09013038077
1298	0.09012068679
1299	0.09010281933
1300	0.09009751916
1301	0.09008607524
1302	0.09008155579
1303	0.09007111261
1304	0.0900598678
1305	0.09004674935
1306	0.09003940034
1307	0.09001510134
1308	0.09000748925
1309	0.08998631308
1310	0.0899681038
1311	0.08996583462
1312	0.08996168646
1313	0.08994698316
1314	0.08994101249
1315	0.08993204031
1316	0.0899311648
1317	0.0899189334
1318	0.08990648661
1319	0.08989309457
1320	0.08988743623
1321	0.08988012008
1322	0.08986632475
1323	0.08985470349
1324	0.08984208486
1325	0.08982558277
1326	0.08981035175
1327	0.08980856212
1328	0.08979502337
1329	0.0897858452
1330	0.08977570676
1331	0.08976777179
1332	0.08973995753
1333	0.08973091228
1334	0.08971029077
1335	0.08968786068
1336	0.0896865076
1337	0.08967956966
1338	0.08965961516
1339	0.08964943983
1340	0.08963599745
1341	0.08962929508
1342	0.08961920847
1343	0.08961297111
1344	0.08960389315
1345	0.08958903713
1346	0.0895779035
1347	0.08957577202
1348	0.08956642912
1349	0.08955381522
1350	0.08954700091
1351	0.08953179373
1352	0.08952523477
1353	0.08952441084
1354	0.08951426569
1355	0.08950558436
1356	0.08949995328
1357	0.08948766366
1358	0.0894794973
1359	0.08947313133
1360	0.08945955894
1361	0.08944221987
1362	0.08942350706
1363	0.08940757617
1364	0.08940568881
1365	0.08939889764
1366	0.08939243481
1367	0.08938480969
1368	0.08937129475
1369	0.08935165345
1370	0.08934391714
1371	0.08933939949
1372	0.08932628883
1373	0.08931985529
1374	0.08931032009
1375	0.08930018421
1376	0.0892956811
1377	0.08928617406
1378	0.08928365697
1379	0.08926314839
1380	0.0892513597
1381	0.08923962017
1382	0.08923207684
1383	0.08921710993
1384	0.08920962899
1385	0.08920084046
1386	0.08919094346
1387	0.08918137541
1388	0.08917081136
1389	0.08915770314
1390	0.08914524894
1391	0.08913661603
1392	0.08911947434
1393	0.08910597977
1394	0.08909194495
1395	0.089077878
1396	0.08906003337
1397	0.08905496682
1398	0.08904310582
1399	0.08902275517
1400	0.08902081068
1401	0.08901366894
1402	0.0890052157
1403	0.08899848875
1404	0.08899240802
1405	0.08897190839
1406	0.08896108668
1407	0.08894735403
1408	0.08893833194
1409	0.08893016234
1410	0.0889164389
1411	0.08890156848
1412	0.08888901148
1413	0.08887464784
1414	0.08886328305
1415	0.08884668394
1416	0.08883181362
1417	0.08881992093
1418	0.08880809671
1419	0.08879517735
1420	0.08878929057
1421	0.08877396841
1422	0.08875891729
1423	0.08873693494
1424	0.08872959828
1425	0.08872600463
1426	0.08872343542
1427	0.08871500516
1428	0.08869396478
1429	0.0886812699
1430	0.08867204404
1431	0.08865229582
1432	0.08863903373
1433	0.08862732772
1434	0.08860714712
1435	0.08860282438
1436	0.08858625552
1437	0.08857428872
1438	0.08856204018
1439	0.08854420837
1440	0.08853366367
1441	0.08852899468
1442	0.08851579706
1443	0.08850589155
1444	0.08849085852
1445	0.08847766918
1446	0.08846507722
1447	0.08844856138
1448	0.08844005792
1449	0.08843588886
1450	0.0884207124
1451	0.08840516206
1452	0.08839868555
1453	0.08838939626
1454	0.08838256176
1455	0.08837034281
1456	0.08836124947
1457	0.08835684591
1458	0.08834668878
1459	0.08833403889
1460	0.08831626131
1461	0.08831557599
1462	0.08829900729
1463	0.08829269556
1464	0.08828695528
1465	0.08827869835
1466	0.08826273518
1467	0.08825155943
1468	0.08824826399
1469	0.08823924289
1470	0.08823339494
1471	0.08822598414
1472	0.0882145314
1473	0.0881937806
1474	0.08818608734
1475	0.08818271739
1476	0.0881728811
1477	0.0881689196
1478	0.08816710083
1479	0.08815365913
1480	0.08814821635
1481	0.0881367905
1482	0.08811676575
1483	0.08811211151
1484	0.08810114136
1485	0.08808800269
1486	0.08808380766
1487	0.08807486464
1488	0.08805986783
1489	0.08804601743
1490	0.0880409113
1491	0.08802900356
1492	0.08801829529
1493	0.08800408896
1494	0.08799362146
1495	0.08798038265
1496	0.08796933224
1497	0.08796626653
1498	0.08795556612
1499	0.08794173115
1500	0.08793293753
1501	0.08792038369
1502	0.08790850088
