iter	Passed	Remaining
1651	7687	1619
1652	7691	1614
1653	7695	1609
1654	7700	1605
1655	7704	1600
1656	7709	1595
1657	7714	1591
1658	7718	1586
1659	7723	1581
1660	7728	1577
1661	7734	1572
1662	7737	1568
1663	7742	1563
1664	7747	1558
1665	7752	1554
1666	7756	1549
1667	7761	1544
1668	7765	1540
1669	7770	1535
1670	7775	1530
1671	7781	1526
1672	7784	1521
1673	7789	1516
1674	7794	1512
1675	7798	1507
1676	7802	1502
1677	7807	1498
1678	7813	1493
1679	7817	1489
1680	7822	1484
1681	7827	1479
1682	7832	1475
1683	7836	1470
1684	7841	1465
1685	7846	1461
1686	7850	1456
1687	7855	1452
1688	7861	1447
1689	7865	1442
1690	7869	1438
1691	7874	1433
1692	7879	1428
1693	7883	1424
1694	7888	1419
1695	7893	1414
1696	7897	1410
1697	7902	1405
1698	7908	1401
1699	7913	1396
1700	7917	1391
1701	7921	1387
1702	7927	1382
1703	7932	1377
1704	7937	1373
1705	7942	1368
1706	7946	1364
1707	7951	1359
1708	7956	1354
1709	7960	1350
1710	7964	1345
1711	7969	1340
1712	7975	1336
1713	7979	1331
1714	7983	1326
1715	7989	1322
1716	7994	1317
1717	7998	1312
1718	8003	1308
1719	8008	1303
1720	8012	1298
1721	8017	1294
1722	8022	1289
1723	8027	1285
1724	8031	1280
1725	8036	1275
1726	8041	1271
1727	8045	1266
1728	8050	1261
1729	8054	1257
1730	8058	1252
1731	8063	1247
1732	8068	1243
1733	8073	1238
1734	8077	1233
1735	8081	1228
1736	8086	1224
1737	8091	1219
1738	8095	1215
1739	8101	1210
1740	8106	1205
1741	8110	1201
1742	8115	1196
1743	8120	1191
1744	8124	1187
1745	8129	1182
1746	8134	1178
1747	8139	1173
1748	8143	1168
1749	8147	1163
1750	8153	1159
1751	8157	1154
1752	8161	1149
1753	8166	1145
1754	8171	1140
1755	8175	1136
1756	8179	1131
1757	8185	1126
1758	8189	1122
1759	8194	1117
1760	8200	1112
1761	8204	1108
1762	8209	1103
1763	8214	1098
1764	8219	1094
1765	8223	1089
1766	8228	1084
1767	8233	1080
1768	8237	1075
1769	8242	1071
1770	8247	1066
1771	8252	1061
1772	8256	1057
1773	8260	1052
1774	8265	1047
1775	8269	1043
1776	8274	1038
1777	8280	1033
1778	8284	1029
1779	8289	1024
1780	8294	1019
1781	8299	1015
1782	8303	1010
1783	8308	1005
1784	8313	1001
1785	8316	996
1786	8321	991
1787	8326	987
1788	8330	982
1789	8335	977
1790	8341	973
1791	8347	968
1792	8353	964
1793	8358	959
1794	8363	955
1795	8367	950
1796	8372	945
1797	8377	941
1798	8382	936
1799	8386	931
1800	8392	927
1801	8397	922
1802	8401	917
1803	8406	913
1804	8411	908
1805	8415	903
1806	8419	899
1807	8424	894
1808	8429	889
1809	8433	885
1810	8440	880
1811	8445	876
1812	8449	871
1813	8453	866
1814	8458	862
1815	8462	857
1816	8467	852
1817	8472	848
1818	8476	843
1819	8480	838
1820	8485	834
1821	8490	829
1822	8494	824
1823	8499	820
1824	8504	815
1825	8508	810
1826	8513	806
1827	8517	801
1828	8522	796
1829	8526	792
1830	8531	787
1831	8535	782
1832	8539	778
1833	8544	773
1834	8548	768
1835	8553	763
1836	8557	759
1837	8561	754
1838	8565	749
1839	8570	745
1840	8574	740
1841	8578	735
1842	8582	731
1843	8587	726
1844	8591	721
1845	8596	717
1846	8601	712
1847	8605	707
1848	8610	703
1849	8614	698
1850	8619	693
1851	8624	689
1852	8628	684
1853	8633	679
1854	8637	675
1855	8640	670
1856	8645	665
1857	8650	661
1858	8654	656
1859	8659	651
1860	8663	647
1861	8668	642
1862	8672	637
1863	8677	633
1864	8682	628
1865	8686	623
1866	8691	619
1867	8694	614
1868	8700	609
1869	8704	605
1870	8708	600
1871	8714	595
1872	8718	591
1873	8723	586
1874	8728	581
1875	8732	577
1876	8736	572
1877	8741	567
1878	8746	563
1879	8750	558
1880	8755	553
1881	8759	549
1882	8764	544
1883	8768	539
1884	8773	535
1885	8778	530
1886	8782	525
1887	8786	521
1888	8790	516
1889	8796	511
1890	8801	507
1891	8805	502
1892	8810	498
1893	8815	493
1894	8819	488
1895	8823	484
1896	8829	479
1897	8833	474
1898	8837	470
1899	8842	465
1900	8846	460
1901	8851	456
1902	8855	451
1903	8860	446
1904	8864	442
1905	8869	437
1906	8874	432
1907	8879	428
1908	8883	423
1909	8887	418
1910	8893	414
1911	8897	409
1912	8902	404
1913	8908	400
1914	8912	395
1915	8916	390
1916	8920	386
1917	8926	381
1918	8930	376
1919	8935	372
1920	8940	367
1921	8945	363
1922	8949	358
1923	8953	353
1924	8959	349
1925	8963	344
1926	8967	339
1927	8973	335
1928	8977	330
1929	8983	325
1930	8988	321
1931	8993	316
1932	8997	311
1933	9002	307
1934	9007	302
1935	9011	297
1936	9016	293
1937	9020	288
1938	9025	283
1939	9029	279
1940	9034	274
1941	9039	269
1942	9043	265
1943	9048	260
1944	9053	256
1945	9057	251
1946	9062	246
1947	9066	242
1948	9071	237
1949	9075	232
1950	9080	228
1951	9085	223
1952	9090	218
1953	9094	214
1954	9098	209
1955	9103	204
1956	9108	200
1957	9112	195
1958	9117	190
1959	9122	186
1960	9126	181
1961	9130	176
1962	9135	172
1963	9140	167
1964	9144	162
1965	9150	158
1966	9154	153
1967	9158	148
1968	9163	144
1969	9168	139
1970	9172	134
1971	9177	130
1972	9182	125
1973	9186	121
1974	9191	116
1975	9195	111
1976	9201	107
1977	9205	102
1978	9209	97
1979	9214	93
1980	9219	88
1981	9223	83
1982	9227	79
1983	9232	74
1984	9236	69
1985	9241	65
1986	9245	60
1987	9250	55
1988	9254	51
1989	9259	46
1990	9264	41
1991	9268	37
1992	9273	32
1993	9278	27
1994	9282	23
1995	9286	18
1996	9291	13
1997	9296	9
1998	9300	4
1999	9304	0
