iter	RMSE
0	0.1621809943
1	0.1580158796
2	0.153996566
3	0.1501163959
4	0.1463353802
5	0.1427134839
6	0.139191088
7	0.1357891928
8	0.132521577
9	0.1293487872
10	0.1262893736
11	0.1233566104
12	0.1205059466
13	0.1177806563
14	0.1151626771
15	0.1126369071
16	0.1101824552
17	0.1078304198
18	0.1055623368
19	0.103394098
20	0.1013159599
21	0.09928819259
22	0.09734377988
23	0.09552917134
24	0.09374895052
25	0.09204048788
26	0.09038107185
27	0.08878832071
28	0.08728383682
29	0.08582539806
30	0.08446533782
31	0.08313920171
32	0.08188371715
33	0.08066654615
34	0.07956097357
35	0.07846787352
36	0.07741418295
37	0.07640544485
38	0.07543983479
39	0.07451875906
40	0.07362723842
41	0.07278838247
42	0.07198451184
43	0.07121973734
44	0.07049332475
45	0.06980588507
46	0.06914606906
47	0.06851703389
48	0.06791326582
49	0.0673356707
50	0.06680181807
51	0.06628176546
52	0.06579379842
53	0.06533131041
54	0.06488264622
55	0.06446564559
56	0.06406471097
57	0.06368734251
58	0.06332748018
59	0.06298644454
60	0.06265923499
61	0.06235172471
62	0.06205989541
63	0.06178298832
64	0.06152796216
65	0.061277331
66	0.06104413299
67	0.0608217386
68	0.06061079226
69	0.06040780883
70	0.06021111003
71	0.06003461046
72	0.05986484668
73	0.05970239228
74	0.05954802158
75	0.05940174683
76	0.05926386062
77	0.05913333702
78	0.05900757128
79	0.05889242297
80	0.05878081654
81	0.0586752201
82	0.0585737873
83	0.05848069995
84	0.05838867663
85	0.05830379035
86	0.05822455635
87	0.05814459984
88	0.05806783519
89	0.05799704897
90	0.05793160952
91	0.05786580492
92	0.05780823857
93	0.05775265242
94	0.05769866525
95	0.05764675256
96	0.05759605821
97	0.05755037053
98	0.05750617129
99	0.05746580918
100	0.05742354745
101	0.05738636564
102	0.05735050421
103	0.05731448444
104	0.05727984852
105	0.0572461101
106	0.05721536296
107	0.05718514663
108	0.05715715447
109	0.05713091988
110	0.05710800407
111	0.05708319579
112	0.0570594656
113	0.0570388765
114	0.05701943934
115	0.05699634834
116	0.05697606587
117	0.05695687887
118	0.05693991204
119	0.05692249951
120	0.05690634445
121	0.0568899853
122	0.05687276244
123	0.0568582488
124	0.05684489266
125	0.05683048685
126	0.0568168923
127	0.05680458634
128	0.0567916308
129	0.05678114463
130	0.0567697822
131	0.05675951403
132	0.05674940457
133	0.05673853032
134	0.05672946439
135	0.05671889534
136	0.05671053533
137	0.05670140495
138	0.05669260117
139	0.0566845113
140	0.05667584188
141	0.05666813718
142	0.0566599804
143	0.05665204148
144	0.05664560914
145	0.05663943996
146	0.05663384229
147	0.05662907838
148	0.05662355322
149	0.05661752381
150	0.0566114375
151	0.05660302102
152	0.05659771458
153	0.05659242992
154	0.05658589094
155	0.05658108499
156	0.05657737957
157	0.05657207118
158	0.05656932532
159	0.05656504807
160	0.05656021189
161	0.05655545526
162	0.05655093927
163	0.05654593037
164	0.05654224565
165	0.05653917533
166	0.05653546883
167	0.05653181807
168	0.05652829222
169	0.05652469007
170	0.05652172176
171	0.05651689485
172	0.0565123888
173	0.0565087799
174	0.05650505673
175	0.05650091376
176	0.05649817256
177	0.05649508214
178	0.05649189166
179	0.05648941176
180	0.05648658785
181	0.05648412486
182	0.05648154365
183	0.05647921421
184	0.05647454606
185	0.05647291901
186	0.05647079132
187	0.05646846952
188	0.05646636326
189	0.05646426594
190	0.05646194776
191	0.05646032998
192	0.05645619772
193	0.05645260208
194	0.05645083853
195	0.05644899197
196	0.05644676622
197	0.05644370378
198	0.05644262919
199	0.05644107713
200	0.05643930665
201	0.05643704998
202	0.05643442815
203	0.05643239889
204	0.05643049254
205	0.05642896581
206	0.05642685331
207	0.05642465236
208	0.05642175009
209	0.05641972942
210	0.05641822543
211	0.05641810872
212	0.05641612141
213	0.05641355051
214	0.05641102709
215	0.05640891507
216	0.05640670606
217	0.0564050178
218	0.05640286102
219	0.05640088694
220	0.05639878715
221	0.05639593233
222	0.05639475246
223	0.05639348122
224	0.05639159287
225	0.05639014472
226	0.05638876069
227	0.05638631505
228	0.05638517233
229	0.05638335891
230	0.056382093
231	0.05638024288
232	0.0563776518
233	0.05637684201
234	0.05637537775
235	0.0563740143
236	0.05637274453
237	0.0563712413
238	0.05637008575
239	0.05637008574
240	0.05636832292
241	0.05636832259
242	0.05636665748
243	0.05636448877
244	0.0563644875
245	0.05636272909
246	0.05636096218
247	0.05636096186
248	0.0563596714
249	0.05635967108
250	0.05635729004
251	0.05635645597
252	0.05635597574
253	0.05635597574
254	0.05635593168
255	0.0563543522
256	0.0563543522
257	0.0563543522
258	0.05635402224
259	0.05635402224
260	0.05635387166
261	0.05635250044
262	0.05635250044
263	0.05635217307
264	0.05635073196
265	0.05635018748
266	0.05634980294
267	0.05634918059
268	0.05634842076
